"ID";"target";"eta_df";"multiplic";"shift";"epsilon_df";"meanshift";"strength";"F_id";"N";"pvSet_1";"pvSet_2";"pvSet_3";"pvSet_4";"pvSet_5";"pvSet_6";"pvSet_7";"pvSet_8";"pvSet_9";"pvSet_10";"pvSet_11";"pvSet_12";"pvSet_13";"pvSet_14";"pvSet_15";"pvSet_16";"pvSet_17";"pvSet_18";"pvSet_19";"pvSet_20";"pvSet_21";"pvSet_22";"pvSet_23";"pvSet_24";"pvSet_25";"pvSet_26";"pvSet_27";"pvSet_28";"pvSet_29";"pvSet_30";"pvSet_31"
"x-715043";"Z_4";"3";"product";"FALSE";"100";"0.5";"0";"2";"200";"3.6925";"2.2722";"5.6071";"5.2892";"1.7011";"3.6925";"6.9323";"1.4479";"3.9217";"10.1684";"2.2722";"1.2121";"9.3431";"6.2335";"3.8335";"4.9055";"1.4479";"2.0944";"13.9858";"8.7985";"0.863";"7.5846";"11.1527";"0.8962";"3.5173";"4.5703";"6.2882";"1.4479";"3.776";"2.0437";"2.7502"
"w-879229";"Z_1";"10";"product";"TRUE";"10";"5";"0.1";"2";"200";"1.4058";"0.7127";"2.7863";"1.2126";"1.3444";"1.9238";"2.0895";"0.6103";"1.1541";"0.931";"3.4697";"1.3444";"4.1532";"2.3226";"1.3444";"15.268";"6.2141";"11.3913";"1.4058";"2.0747";"3.3165";"0.3189";"0.931";"1.3444";"1.2573";"11.1206";"6.6772";"6.5549";"4.2535";"1.6858";"4.9206"
"c-257810";"Z_3";"20";"sum";"FALSE";"2";"0.1";"0.5";"2";"200";"9.0093";"4.8621";"8.3491";"4.5152";"3.6471";"0.2466";"3.5333";"5.7045";"5.3262";"1.1075";"0.2898";"4.9915";"7.2696";"4.5603";"2.2949";"0.9638";"2.9652";"4.1808";"1.4992";"4.8807";"1.733";"0.4668";"3.8867";"7.7033";"2.4585";"2.3558";"1.0105";"1.922";"0.7485";"5.5258";"1.6576"
"v-494128";"Z_2";"100";"sum";"TRUE";"3";"0.5";"5";"1";"200";"1.1978";"1e-04";"1e-04";"0";"4e-04";"3.215";"1.3818";"0.5504";"1.844";"1e-04";"0";"8e-04";"1e-04";"0";"4e-04";"1.5978";"3.5609";"3.284";"3.215";"0.4981";"2.0066";"9e-04";"0.0037";"9e-04";"2e-04";"3.0356";"2.3065";"12.7692";"1.293";"0";"3.8565"
"z-259865";"Z_4";"20";"product";"TRUE";"20";"0.5";"1";"4";"200";"14.8507";"15.3708";"10.8226";"13.6528";"11.4716";"9.6142";"8.6837";"13.6528";"9.0513";"15.3708";"12.7892";"7.9485";"14.9639";"7.8328";"8.2711";"11.7294";"7.6559";"4.2535";"10.1506";"4.2535";"8.825";"16.9528";"9.0513";"9.0513";"9.0513";"21.0836";"6.144";"10.9646";"11.4716";"12.7892";"11.2167"
"m-310650";"Z_3";"5";"product";"FALSE";"5";"0.1";"10";"3";"200";"0.001";"0";"6e-04";"8e-04";"2e-04";"0.3502";"0";"8e-04";"0";"0";"0.0141";"0.0314";"0";"0";"0";"0.8386";"3.2925";"1.3587";"0";"1e-04";"0";"0.0241";"0.15";"5e-04";"0.005";"0.0189";"0.2047";"0.6131";"4e-04";"0.052";"1.4878"
"x-240150";"Z_4";"2";"sum";"FALSE";"20";"5";"2";"1";"200";"0.2067";"0.0062";"9e-04";"0.2021";"0";"2.4598";"7e-04";"1.6394";"3e-04";"0.0799";"0.0037";"5e-04";"3e-04";"0.3422";"0.0021";"0.4697";"3.2402";"0.0016";"0.2999";"0.0457";"0.0103";"4.9147";"0.2069";"0.0279";"1.719";"1.8059";"0.7165";"0.0757";"0.0836";"1.8748";"0.0517"
"c-453458";"Z_3";"2";"product";"FALSE";"20";"0.2";"5";"4";"200";"0.3098";"1.8148";"1.8547";"0.6746";"0.6897";"2.617";"0.8972";"0.4868";"0.8999";"1.8167";"1.1125";"0.0802";"0.4004";"0.4168";"0.1371";"0.4004";"0.2409";"0.8999";"0.2354";"1.7677";"0.2524";"1.5592";"0.4134";"0.2389";"1.1125";"0.6897";"1.8394";"1.5212";"2.0962";"0.6746";"0.4134"
"s-937648";"Z_2";"5";"product";"TRUE";"10";"10";"10";"3";"200";"0.2872";"0";"0";"0";"0";"0.921";"1.4992";"0.2872";"0.6167";"0";"0";"5.4391";"0";"1.2647";"0";"0.3433";"0.0562";"0.8659";"1.7016";"0.0846";"0.3716";"0";"1.3468";"2.7071";"0.1308";"0.3939";"0.1139";"3.8459";"0.1446";"0.099";"2.0891"
"j-698254";"Z_1";"5";"sum";"FALSE";"2";"0.5";"2";"1";"200";"3.7293";"3.2521";"3.3578";"5.5956";"4.1686";"4.5712";"4.5891";"3.1801";"5.1234";"0.9505";"2.2365";"2.8089";"6.5107";"3.4859";"5.5295";"2.0823";"4.3881";"2.7037";"5.871";"4.1222";"4.8037";"1.6529";"4.1686";"4.5816";"4.6269";"1.8274";"3.3911";"1.0737";"3.9145";"3.6735";"4.1686"
"i-633477";"Z_1";"5";"sum";"TRUE";"3";"5";"5";"3";"200";"15.0365";"2.9163";"2.5309";"3.7912";"10.9022";"0.8243";"3";"2.5091";"5.3659";"4.5195";"1.1725";"1.6577";"0.703";"1.1618";"10.6853";"3.2573";"12.466";"5.0668";"0.6583";"0.0518";"4.2422";"10.2476";"1.7979";"6.1524";"0.1678";"0.0165";"1.945";"1.2446";"0.8015";"3.6183";"0.1613"
"o-970128";"Z_3";"20";"sum";"TRUE";"2";"2";"0.2";"4";"200";"1.2668";"0.9371";"1.0528";"0.2744";"1.4668";"0.3131";"1.1588";"1.8991";"0.6253";"0.603";"0.5366";"1.2364";"1.2668";"1.5878";"1.9901";"1.5367";"1.0335";"0.8559";"1.012";"0.6";"1.5878";"2.8865";"3.7452";"0.5366";"1.2553";"1.5752";"1.3742";"3.2198";"1.5978";"3.6975";"1.3918"
"y-224374";"Z_1";"3";"sum";"FALSE";"10";"0.5";"5";"4";"200";"3.5788";"3.6556";"14.1991";"11.2963";"8.1745";"22.6302";"14.0902";"5.5924";"11.247";"13.0421";"12.1574";"5.8136";"7.4221";"8.1745";"2.2398";"9.3217";"16.0021";"13.7926";"11.2927";"3.7691";"3.9113";"15.5201";"19.6132";"10.626";"5.6485";"12.8284";"10.9198";"13.0196";"12.802";"13.0421";"11.552"
"f-694820";"Z_2";"50";"product";"FALSE";"100";"0.2";"0.2";"4";"200";"8.5039";"5.413";"6.8972";"5.0631";"6.514";"6.4731";"8.9228";"7.6863";"4.9386";"6.514";"5.556";"5.7716";"3.7566";"8.9228";"4.3907";"7.2881";"6.514";"5.5437";"10.6473";"7.6863";"7.2881";"7.2881";"4.0687";"4.6614";"6.1387";"6.4731";"5.424";"3.4546";"8.6485";"6.514";"4.0687"
"q-925444";"Z_5";"10";"sum";"TRUE";"5";"2";"2";"1";"200";"7.9236";"6.3871";"7.6471";"4.7521";"5.3578";"8.0031";"4.7521";"4.3116";"0.6837";"3.8506";"7.5276";"7.001";"4.043";"0.0631";"0.147";"4.7521";"4.7521";"3.4279";"8.8702";"0.3151";"0.0065";"2.8107";"0.7041";"0.0235";"0.0216";"18.3268";"0.0782";"0.0315";"0.0041";"0.0024";"2e-04"
"u-843925";"Z_4";"50";"sum";"TRUE";"20";"10";"5";"1";"200";"0";"0";"0";"0";"0.0154";"0";"0.6369";"0";"0.0038";"6e-04";"0";"0";"0.6369";"0.0471";"2e-04";"0.0088";"0";"0";"0";"1e-04";"0.0043";"0.5908";"0.1611";"3e-04";"2.7033";"7e-04";"0.8161";"0.0084";"0.8161";"0";"2.7343"
"r-703069";"Z_5";"100";"sum";"FALSE";"20";"0.1";"1";"1";"200";"7.3661";"0.4661";"3.9976";"0.632";"3.3727";"1.7016";"1.7016";"1.6315";"6.7145";"0.2538";"2.3439";"3.1092";"4.4877";"5.5367";"0.7705";"3.9383";"2.1061";"7.5034";"3.6969";"6.1319";"4.4277";"1.1792";"7.4822";"5.1466";"3.1092";"1.1738";"3.0351";"7.3822";"3.4863";"3.9976";"2.6692"
"b-131733";"Z_2";"2";"sum";"FALSE";"100";"0.5";"0.2";"3";"200";"3.5299";"2.6861";"0.6846";"0.9397";"0.2465";"0.8978";"4.5024";"4.5225";"5.3232";"1.6362";"1.9256";"2.6831";"1.8197";"1.151";"1.0403";"2.2064";"0.6046";"1.5839";"3.5146";"3.1713";"0.3413";"1.8016";"0.935";"2.6861";"1.3027";"1.4521";"0.8843";"1.3848";"4.2585";"2.4217";"4.7606"
"k-374773";"Z_5";"50";"product";"FALSE";"3";"0.1";"5";"1";"200";"12.027";"4.7179";"10.6973";"1.9038";"14.7585";"7.8539";"5.0277";"10.6973";"13.3584";"10.5844";"9.2884";"6.8256";"13.8387";"13.8678";"6.6484";"12.3318";"7.6102";"9.2884";"6.8271";"10.9599";"5.9543";"10.0859";"5.811";"6.6484";"8.4276";"14.6348";"7.8099";"4.9797";"11.4897";"17.6636";"3.617"
"l-506187";"Z_2";"50";"sum";"TRUE";"10";"0";"0.1";"2";"200";"9.7728";"0.705";"2.9251";"0.627";"0.7963";"12.5692";"7.18";"4.3662";"5.435";"0.8784";"1.7343";"3.2544";"0.7253";"1.8024";"0.3644";"5.435";"10.7023";"10.9605";"5.653";"2.7674";"13.6208";"4.5248";"1.9305";"0.7275";"0.9999";"9.8839";"5.1152";"5.9672";"7.1508";"0.3467";"4.0853"
"o-789761";"Z_4";"50";"sum";"FALSE";"10";"0";"10";"4";"200";"2.6827";"5.7677";"7.678";"1.1575";"3.3407";"6.5827";"9.4849";"3.3407";"4.3656";"7.6599";"1.6268";"13.1703";"5.2966";"7.9038";"2.1165";"7.8068";"2.8526";"14.3632";"2.669";"10.0203";"1.9407";"3.8228";"8.329";"8.8718";"4.1991";"10.1025";"3.625";"2.5268";"7.1779";"10.0503";"9.7619"
"q-175713";"Z_5";"10";"product";"TRUE";"20";"5";"0.2";"3";"200";"0.0031";"0.0322";"0.0084";"0.0363";"0.0054";"0.0084";"0.3041";"0.0701";"7e-04";"0.0782";"0.0279";"0.004";"0.1443";"0.0019";"0.0067";"0.0067";"0.1213";"0.0256";"0.0594";"1e-04";"5e-04";"0.0408";"1e-04";"0.004";"0.0023";"0.0396";"8e-04";"0.002";"2e-04";"5e-04";"0.0017"
"i-712605";"Z_4";"3";"product";"TRUE";"2";"5";"0.2";"3";"200";"2.4646";"1.0036";"3.7536";"2.3545";"0.623";"1.0645";"2.3742";"6.6427";"0.0024";"11.2614";"0.8207";"0.0064";"5.0459";"0.6574";"0.0071";"4.1845";"6.6393";"0.0491";"3.7536";"0.1569";"0.0549";"7.0127";"0.6631";"0.0062";"0.1683";"7.8077";"0.0038";"0.012";"0.3496";"0.2493";"0.1376"
"b-922515";"Z_1";"10";"product";"FALSE";"20";"0.5";"1";"3";"200";"1.4914";"3.2711";"1.697";"5.015";"2.6942";"8.5089";"6.547";"6.0676";"9.3479";"3.7201";"2.7896";"4.8818";"5.365";"1.3011";"1.7642";"3.8411";"8.0917";"4.7223";"14.2994";"7.9196";"4.6107";"2.5632";"4.4276";"1.5695";"2.3542";"7.6863";"4.6107";"6.514";"5.4561";"4.0895";"4.7223"
"p-764645";"Z_1";"5";"sum";"TRUE";"50";"0.2";"10";"4";"200";"1.4123";"2.4645";"4.1567";"2.434";"7.2769";"1.4123";"6.8855";"4.3212";"9.7758";"10.3612";"6.316";"7.279";"4.4551";"4.2798";"7.3249";"2.3582";"7.3249";"6.8855";"2.4531";"5.4931";"6.8855";"8.1763";"2.4645";"14.1202";"6.4964";"7.2769";"6.4047";"5.8195";"11.4814";"2.4289";"13.231"
"e-968109";"Z_2";"2";"product";"TRUE";"2";"1";"5";"2";"200";"0.0904";"0";"0";"0";"0";"1.0582";"0.019";"0.0339";"0.0011";"1e-04";"0";"0";"0";"0";"0";"0.0084";"0.0031";"0.0174";"0.0541";"0.1596";"0.0307";"0";"4e-04";"0";"1e-04";"0.7072";"2.119";"0.1232";"0.5141";"2e-04";"0.0305"
"n-991536";"Z_3";"10";"product";"TRUE";"100";"0";"5";"4";"200";"3.4697";"2.0895";"8.2346";"2.8367";"0.8888";"6.0686";"2.3366";"1.4453";"0.6911";"2.8072";"0.3433";"4.788";"0.8461";"5.5437";"10.356";"10.7546";"2.5928";"2.0895";"10.626";"0.6433";"1.9052";"3.2584";"8.2346";"2.0961";"1.5921";"0.6433";"0.848";"7.8381";"5.9498";"17.4191";"6.6894"
"s-170949";"Z_4";"3";"sum";"TRUE";"100";"0";"0";"2";"200";"1.2726";"0.876";"3.4848";"2.5569";"2.0643";"2.6385";"3.1566";"1.2594";"2.5034";"2.4574";"2.5438";"0.3537";"2.5248";"2.2395";"4.1686";"1.2282";"0.3537";"0.4777";"2.7268";"0.2659";"4.5385";"0.9926";"1.0317";"1.1557";"0.9962";"3.4121";"0.1348";"1.2726";"1.5205";"1.6133";"0.6583"
"l-657690";"Z_6";"10";"sum";"TRUE";"5";"0.1";"5";"2";"200";"0.1298";"0.063";"0.1633";"0.2206";"2.5788";"0.043";"0.0745";"0.0525";"9.5764";"0.1298";"0.0745";"10.492";"0.043";"5.7659";"8.043";"0.1003";"0.1146";"2.217";"0.063";"9.3062";"3.7895";"0.0745";"4.4636";"7.0071";"0.9405";"0.063";"3.7895";"1.7472";"3.1002";"3.1002";"5.9244"
"x-399170";"Z_2";"20";"sum";"FALSE";"2";"2";"5";"1";"200";"1.0321";"3e-04";"1e-04";"0";"0";"9.5238";"5.5711";"2.9567";"4.4798";"0.0014";"2e-04";"0.003";"3e-04";"0";"0";"3.6056";"11.9901";"1.6078";"1.7044";"1.6413";"1.1875";"3e-04";"0.0099";"3e-04";"0";"6.651";"12.0247";"8.1685";"1.4365";"0.0021";"5.9578"
"f-331354";"Z_6";"10";"product";"FALSE";"3";"10";"5";"3";"200";"0";"0";"0";"0";"0";"0";"0";"0.4905";"0";"0";"0.2368";"0";"0.6118";"0";"0.2115";"0";"0.0147";"0";"0.1254";"0";"5e-04";"0.4653";"0";"0.1187";"0.0173";"0.0207";"0";"0.1692";"2.7935";"0.0035";"0.2769"
"z-295437";"Z_2";"10";"sum";"TRUE";"100";"10";"5";"4";"200";"4.5093";"0.5691";"2.5729";"1.2609";"1.5686";"0.5691";"4.8759";"4.5362";"2.9193";"3.0277";"1.4045";"0.9863";"5.2496";"0.3197";"1.6647";"6.9835";"10.8687";"1.9336";"2.6736";"0.7921";"2.8448";"5.3369";"1.0523";"0.3302";"1.4595";"3.8216";"5.67";"2.5646";"2.3308";"8.0395";"11.3913"
"p-520087";"Z_3";"100";"product";"TRUE";"10";"1";"0.2";"2";"200";"0.8033";"9.8726";"6.5888";"2.2962";"1.4121";"3.0354";"5.0383";"2.1865";"2.8729";"24.3774";"11.5495";"13.207";"9.5154";"8.0748";"4.0648";"15.6561";"21.2866";"4.8339";"5.9583";"7.3561";"7.0796";"11.5495";"9.3714";"1.9808";"5.0103";"22.2478";"4.8211";"3.0217";"2.4885";"4.5657";"4.108"
"j-342404";"Z_6";"100";"product";"TRUE";"20";"0.5";"1";"2";"200";"0.8858";"1.7609";"13.4488";"0.1199";"0.2024";"0.726";"19.4923";"0.3039";"0.8695";"5.2639";"0.3845";"1.0108";"3.3911";"3.5066";"0.0101";"3.4031";"0.1933";"0.2295";"6.5785";"2.9495";"0.2551";"1.6703";"4.1532";"0.0419";"4.2039";"0.3099";"1.9783";"0.4688";"2.0802";"4.1532";"3.4781"
"a-623089";"Z_6";"5";"product";"FALSE";"10";"5";"5";"2";"200";"0";"0";"0";"0";"0";"0";"0";"0";"0.0059";"0";"0";"0.0102";"0";"0";"3e-04";"0";"0";"5e-04";"0";"0";"1.3002";"0";"13.8879";"0.021";"0.0724";"0";"0.3027";"0.0133";"9e-04";"0";"0.0245"
"k-742929";"Z_6";"100";"product";"FALSE";"10";"10";"0.2";"3";"200";"0";"0";"0";"0";"0";"0";"0.0421";"0.0056";"0";"7e-04";"0";"0";"1.2713";"0";"1e-04";"0.1142";"8e-04";"0";"0.0578";"10.1183";"5e-04";"15.1263";"0.06";"0";"4.1957";"7.896";"0.0057";"0";"0.5572";"9.6107";"0.8853"
"j-699236";"Z_2";"20";"sum";"TRUE";"10";"0.1";"0.5";"1";"200";"5.8888";"2.2883";"5.0574";"6.9438";"4.8457";"3.7795";"7.5307";"3.9396";"3.2381";"1.8435";"8.7287";"2.9021";"5.1319";"4.8544";"3.3059";"5.0574";"4.8457";"5.9247";"7.7043";"2.887";"2.3471";"5.0574";"3.0318";"3.3059";"1.7554";"3.7066";"5.8824";"5.3712";"1.9605";"5.2506";"5.8824"
"i-419607";"Z_6";"20";"sum";"FALSE";"5";"0.2";"1";"1";"200";"0.0651";"0.0014";"2.3501";"4.4877";"0.085";"0.0215";"6.7371";"3.5839";"0.2011";"7.7397";"7.969";"0.0913";"4.6807";"6.5434";"9.6558";"1.3405";"9.0428";"0.0085";"20.1621";"1.3341";"12.0171";"21.9951";"2.6987";"6.6527";"10.9335";"8.3366";"3.5839";"6.9319";"11.7804";"24.7236";"6.3164"
"y-156084";"Z_6";"100";"product";"TRUE";"10";"0.2";"0.2";"3";"200";"2.6215";"1.8502";"4.0656";"1.2069";"2.8304";"7.0276";"5.1273";"2.7246";"1.9141";"6.4277";"1.3319";"8.5078";"1.9729";"3.9689";"4.7332";"5.1984";"1.6382";"7.5844";"1.1068";"1.5997";"2.8549";"1.1058";"10.7541";"3.0947";"3.2301";"5.2647";"13.4914";"10.4991";"4.4356";"5.9915";"2.1043"
"q-358681";"Z_3";"5";"product";"FALSE";"2";"0.2";"1";"1";"200";"4.0224";"2.851";"0.0267";"6.1657";"4e-04";"4.4267";"0.0032";"13.7214";"0.0035";"0.0559";"1.995";"0.0071";"0.0134";"0.0177";"0";"3.1566";"3.4714";"0.1714";"0.0824";"0.0155";"1e-04";"0.0036";"0.0112";"0";"0.0036";"3.4728";"1.3237";"0.2432";"0.031";"0.0565";"1.7089"
"d-147055";"Z_5";"100";"product";"FALSE";"3";"5";"2";"1";"200";"1.1996";"0.8153";"0.9583";"2.5716";"0.3418";"0.047";"3.5808";"1.1996";"7.1321";"0.3709";"1.1996";"0.2912";"2.0884";"1.5705";"5.475";"2.1787";"3.863";"0.3982";"1.0844";"2.0434";"6.0294";"0.5636";"0.6729";"7.1321";"1.4344";"2.1197";"3.863";"5.1333";"0.0853";"2.0434";"2.5716"
"x-176405";"Z_1";"10";"sum";"TRUE";"2";"5";"10";"3";"200";"2.3711";"0.242";"1.116";"0.5197";"3.5681";"2.3564";"3.4122";"5.2572";"0.7996";"2.2025";"0.5066";"0.1523";"1.4532";"8.0942";"3.6519";"5.9818";"3.8375";"2.3108";"2.1947";"4.6471";"1.8991";"1.4988";"2.7177";"1.8667";"1.126";"1.2958";"3.8375";"11.5494";"10.5654";"1.0958";"9.7692"
"b-278662";"Z_2";"2";"sum";"FALSE";"50";"10";"1";"1";"200";"12.3029";"4.5447";"0.2357";"6.6344";"6.7592";"13.3352";"4.2865";"5.9498";"8.7649";"6.2682";"3.8316";"3.1716";"1.6412";"6.0022";"6.8713";"11.8199";"11.0989";"8.2505";"7.6471";"4.8296";"9.476";"1.9052";"5.1261";"5.7017";"3.863";"7.0434";"3.1716";"5.8814";"4.0502";"1.8513";"0.3661"
"d-726410";"Z_2";"20";"product";"FALSE";"100";"1";"1";"1";"200";"0.7612";"0";"0";"0";"0";"2e-04";"0.6052";"0.4743";"0.0063";"0";"0";"0";"0";"0";"0";"0.0127";"0.0127";"0.0121";"0.0137";"0.1239";"0.0131";"0";"0";"0";"0";"0.0041";"0.0013";"4e-04";"0.1193";"0";"0.0033"
"f-725635";"Z_5";"100";"product";"FALSE";"20";"0.5";"0";"4";"200";"3.9367";"2.3804";"4.3001";"3.0694";"2.8206";"2.6957";"6.2571";"3.1571";"4.3829";"6.3874";"3.1066";"2.6144";"2.1377";"2.4893";"0.8999";"1.5914";"2.8206";"1.4616";"3.2261";"5.0785";"4.4846";"4.2468";"2.8206";"2.4893";"4.4846";"5.5015";"4.0311";"4.2468";"4.3001";"2.3065";"4.3829"
"i-843749";"Z_2";"50";"product";"FALSE";"10";"2";"5";"1";"200";"0.8628";"0";"9e-04";"0.0267";"5e-04";"2.3783";"1.203";"0.0918";"5.0485";"0.0033";"0.0379";"0.0022";"3e-04";"3e-04";"0.0379";"8.0125";"1.859";"2.6992";"0.036";"0.089";"10.4834";"0.0267";"0.0117";"2e-04";"0.0181";"5.4524";"1.374";"8.1685";"0.9825";"0.0522";"12.5926"
"r-716274";"Z_4";"100";"product";"TRUE";"2";"2";"0.1";"1";"200";"1.7769";"1.7138";"0.6197";"3.3962";"1.0831";"10.9639";"1.4297";"3.931";"1.7138";"0.6488";"5.3885";"0.2317";"1.0957";"0.4852";"0.2247";"3.517";"6.828";"3.005";"1.4532";"1.6478";"2.4372";"4.0429";"4.226";"0.7268";"0.2167";"0.4935";"8.7254";"1.1488";"0.4046";"0.4457";"1.7138"
"m-543452";"Z_3";"20";"sum";"FALSE";"20";"0";"10";"1";"200";"0";"0";"0";"0";"0";"1.5209";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1.8147";"6.297";"1.5933";"0";"0";"0";"0";"0";"0";"0";"1.9416";"1.9886";"2.8846";"0";"0";"0.1555"
"q-877016";"Z_3";"3";"product";"TRUE";"3";"2";"10";"3";"200";"0.1529";"0.0022";"5e-04";"0.1712";"0.0177";"5.5437";"2.2141";"2.0117";"0.0396";"0.025";"0.0319";"0.4161";"0.4205";"0.0219";"0.251";"4.0383";"11.3138";"5.3457";"0.0268";"0.0745";"0.1368";"0.0382";"0.2983";"1.7016";"0.0641";"0.4572";"0.543";"8.6951";"0.0609";"0.4161";"2.7066"
"q-841705";"Z_3";"100";"product";"TRUE";"5";"2";"0";"3";"200";"10.2558";"12.239";"3.4381";"15.9804";"7.7786";"7.6471";"2.3556";"9.8167";"9.0059";"12.2511";"10.9801";"3.3874";"3.3804";"10.3274";"0.739";"9.4146";"13.3651";"8.3442";"1.5386";"2.3339";"2.8293";"11.0212";"3.3804";"5.7222";"8.6717";"8.0362";"0.3071";"6.4363";"4.1476";"9.7609";"7.1485"
"p-666705";"Z_5";"2";"sum";"TRUE";"2";"5";"0.2";"4";"200";"3.1933";"3.343";"3.9494";"2.3101";"5.1458";"1.3503";"1.3503";"3.1933";"6.5682";"5.4292";"3.2177";"5.8308";"5.8308";"2.0078";"5.1646";"2.7626";"5.1458";"2.0078";"2.9001";"0.8526";"2.8303";"9.6929";"4.4766";"3.2485";"1.3453";"2.3101";"1.0919";"1.0296";"2.8303";"2.7836";"0.5655"
"c-466123";"Z_6";"50";"product";"TRUE";"10";"10";"0.2";"2";"200";"0.0534";"0.001";"2.3342";"0";"1e-04";"0.0316";"0.0503";"0.0072";"0.0321";"1.5917";"6e-04";"0.3351";"0.099";"0.4912";"0.9127";"1.2766";"0.3356";"0.2104";"1.9401";"0.0677";"0.2531";"0.9575";"0.3625";"1.3514";"0.1572";"2.3758";"1.2288";"0.0609";"2.7958";"0.9436";"0.8439"
"q-715988";"Z_5";"10";"product";"TRUE";"2";"0.1";"0.1";"4";"200";"4.3513";"2.8891";"2.3998";"1.7129";"1.0567";"5.2331";"3.6521";"0.4621";"2.9659";"2.6831";"2.745";"0.5641";"0.931";"3.2525";"2.745";"3.0141";"0.9586";"0.5336";"3.5915";"3.796";"3.0829";"2.3998";"4.1101";"3.5199";"1.4778";"8.2385";"1.8828";"2.5622";"0.8201";"1.8916";"0.2412"
"x-429963";"Z_5";"5";"product";"FALSE";"5";"1";"10";"3";"200";"2.5747";"3.3362";"2.3036";"2.9748";"2.9748";"1.4431";"3.1418";"4.5154";"1.7178";"2.6304";"2.5747";"0.4774";"3.7138";"4.1071";"0.9876";"2.4571";"1.706";"5.3742";"2.5337";"0.4096";"2.6304";"4.9379";"1.0326";"0.353";"1.2961";"1.9953";"2.4186";"0.6433";"4.3039";"0.4774";"3.1577"
"p-815277";"Z_1";"100";"sum";"TRUE";"50";"5";"0";"1";"200";"13.9145";"2.8607";"6.1805";"3.2625";"1.5791";"2.8846";"1.8309";"12.7292";"6.6856";"3.3849";"1.2869";"2.461";"6.6856";"3.1403";"4.6984";"2.3008";"7.1426";"2.5357";"10.9634";"4.0261";"7.1426";"1.4029";"3.5204";"4.0231";"2.6531";"4.9773";"2.5965";"5.403";"10.9634";"3.1708";"4.9773"
"i-957345";"Z_5";"3";"sum";"TRUE";"50";"0.2";"0.1";"1";"200";"1.9784";"4.6954";"1.7821";"0.7856";"8.3366";"3.7171";"1.9079";"1.9784";"15.8858";"4.1735";"4.1735";"7.716";"0.9162";"11.2963";"10.4694";"1.4839";"3.6092";"4.1735";"3.3817";"12.7443";"18.0958";"3.0779";"12.5117";"16.8617";"7.4808";"0.8372";"18.0626";"17.2618";"12.6809";"3.3999";"2.3378"
"x-817401";"Z_3";"5";"product";"TRUE";"20";"2";"0.2";"2";"200";"4.007";"5.4391";"1.5418";"4.2581";"1.4618";"5.3193";"2.6871";"9.202";"0.2616";"3.0517";"8.9413";"0.2534";"4.3406";"2.8667";"0.4076";"3.9363";"7.11";"0.4739";"2.9561";"0.4537";"1.1283";"1.6915";"1.9542";"1.1119";"2.1255";"8.4724";"0.549";"0.1512";"0.4834";"1.4746";"0.425"
"f-445436";"Z_3";"3";"product";"FALSE";"100";"1";"2";"4";"200";"6.745";"6.65";"5.795";"7.98";"6.175";"6.08";"7.41";"8.075";"6.08";"7.695";"3.42";"7.6";"6.46";"7.03";"5.225";"3.895";"6.365";"5.13";"19";"6.84";"9.215";"5.035";"8.835";"0.665";"2.565";"5.605";"7.03";"1.235";"3.705";"2.85";"4.275"
"l-371243";"Z_4";"2";"product";"TRUE";"50";"0.2";"1";"3";"200";"10.9108";"2.7843";"2.3881";"13.9654";"2.1494";"4.207";"5.0517";"15.3107";"3.0131";"1.3206";"3.2616";"0.8006";"8.2103";"3.1406";"4.8693";"2.6375";"2.4782";"0.2104";"3.7065";"6.615";"7.7263";"1.7646";"3.8415";"7.2336";"3.3175";"1.4253";"1.0957";"0.7198";"11.3433";"1.5336";"2.4099"
"t-819951";"Z_3";"10";"sum";"FALSE";"5";"2";"0.5";"2";"200";"3.339";"0.0986";"0.5215";"1.866";"0.0118";"5.1745";"3.2625";"5.7492";"0.8178";"0.0403";"0.6597";"0.0061";"1.7029";"0.1888";"0.0256";"10.1972";"5.2331";"1.0099";"2.4811";"3.0465";"0.5005";"1.3942";"9e-04";"0.009";"0.0685";"6.8883";"0.6189";"0.5704";"1.819";"0.0705";"0.3333"
"o-642189";"Z_2";"100";"product";"FALSE";"5";"2";"2";"4";"200";"4.2006";"12.1324";"10.9951";"6.6527";"6.8871";"2.073";"1.4243";"7.0623";"2.4588";"5.2289";"2.6215";"1.4878";"5.5713";"4.3646";"10.8216";"16.9226";"4.701";"1.3617";"6.8174";"5.0542";"6.2426";"7.0623";"2.073";"0.4877";"5.118";"12.3018";"7.6432";"6.8174";"6.3783";"11.4081";"8.1685"
"f-730949";"Z_4";"100";"sum";"TRUE";"5";"5";"0.2";"1";"200";"7.8418";"0.2546";"0.5556";"4.776";"4e-04";"2.2052";"0.9556";"4.9903";"0.0352";"0.5369";"2.6939";"0.417";"1.2117";"0.0037";"0.0051";"0.9626";"2.2052";"0.1432";"0.5556";"0.0104";"0.0184";"0.5794";"0.0037";"0.0074";"0.0056";"0.2998";"0.0451";"0.0047";"0.0857";"0.012";"0.1413"
